Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1638944,The Philosophy of Mathematics: An Introductory Essay,Stephan Körner,"Körner, Stephan",,"=""0486250482""","=""9780486250489""",3,3.59,Dover Publications,Paperback,198,1986,1979,2016/09/16,2016/09/23,philosophy,philosophy (#48),read,"I picked up this book in an old book-store. Although, I did not understand every single detail, but I enjoyed learning the groups within Philosophy of Mathematics. It will give you an outline in Philosophy of Mathematics. I learnt some new terms as Finitism, Transfinitism and Methodological Finitism.<br/><br/>Maybe if you're interested to knowing what's Philosophy of Mathematics is about, you might want to read this. Otherwise, it would be boring.<br/>",,,1,,,0,,,,,
30623,C. S. Lewis's Dangerous Idea: In Defense of the Argument from Reason,Victor Reppert,"Reppert, Victor",,"=""0830827323""","=""9780830827329""",4,4.02,IVP Academic,Paperback,132,2003,2003,2016/01/01,2016/01/31,philosophy,philosophy (#47),read,"I took this book to explore my knowledge on the Argument from Reason. In fact, this book would be the best book to read about it. I have to say, it was difficult to understand a lot of the concepts but it intrigued my interest to read Wittgenstein and Anscombe. <br/><br/>One thing which struck was the different types of explanations given by Anscombe<br/>1) Naturalistic causal explanation<br/>2) Logical explanation<br/>3) Psychological explanation<br/>4) Personal history of explanation, where a person describes how he came to such and such beliefs<br/><br/>Anscombe explains that if a person has reasons, if they are good reasons and they are genuine, then his thought is rational. <br/><br/>A man might die from a heart attack, a naturalistic explanation would be because of less exercise, blockage in his heart value, meanwhile a person might also explain it as a cause of voodoo curse. This <br/>piqued my interest in Wittgenstein. <br/><br/>Overall, I do think he defends the Argument from Reason, you might bump into Philosophy of Mind & Science. <br/>",,,1,,,0,,,,,
18304,The Anti-Christ,Friedrich Nietzsche,"Nietzsche, Friedrich",H.L. Mencken,"=""1421270536""","=""9781421270531""",3,3.92,Adamant Media Corporation,Paperback,126,2002,1895,2016/01/27,2016/01/27,philosophy,philosophy (#46),read,"As a devout Christian, <br/>I had very high expectations from this book.<br/>I was surprised to learn that Nietzsche was not anti-semitic, that was something I learnt from this book. <br/>He likes Buddhism better than Christianity. ""Buddhism, I repeat is a hundred times colder, more truthful, more objective."" <br/>He goes on to attack the origin of Jewish concept of God, concept of sin, psychology of Christians, gospels. <br/>He says,""Christian is the hatred of the intellect, of pride, of courage, of freedom and senses.""<br/>Indeed, I felt really funny reading this and I am in a better mood. <br/>",,,1,,,0,,,,,
2283984,The Loveliness Of Christ,Samuel Rutherford,"Rutherford, Samuel",,"=""0851519563""","=""9780851519562""",4,4.51,Banner of Truth,Leather Bound,108,2007,1990,2016/09/10,2016/09/10,christian,christian (#56),read,"Treasures of quotes in this book, <br/><br/>No pen, no words, no image can express to you the loveliness of my only, only Lord Jesus.<br/><br/>""Let our Lord's sweet hand square us and hammer us, and strike off the knots of pride, self-love and world-worship and infidelity, that he may make us stones and pillars in his Father's house.""",,,1,,,0,,,,,
30689352,The Girl at the Baggage Claim: Explaining the East-West Culture Gap,Gish Jen,"Jen, Gish",,"=""1101947829""","=""9781101947821""",0,3.48,Knopf Publishing Group,Hardcover,336,2017,,,2019/10/22,"to-read, anthropology, cultures, psychology","to-read (#3), anthropology (#4), cultures (#9), psychology (#8)",to-read,,,,0,,,0,,,,,
27543,Artificial Intelligence: A Modern Approach,Stuart Russell,"Russell, Stuart",Peter Norvig,"=""0137903952""","=""9780137903955""",0,4.18,Prentice Hall,Hardcover,1132,2002,1994,,2019/10/22,"to-read, academic","to-read (#258), academic (#14)",to-read,,,,0,,,0,,,,,
20044309,The Saint in the Banyan Tree: Christianity and Caste Society in India (The Anthropology of Christianity),David Mosse,"Mosse, David",,"=""""","=""""",0,4.25,University of California Press,Kindle Edition,409,2012,2012,,2019/10/16,"to-read, anthropology, sociology","to-read (#257), anthropology (#3), sociology (#7)",to-read,,,,0,,,0,,,,,
26209985,THE PARIAH PROBLEM,Rupa Viswanath,"Viswanath, Rupa",,"=""8189059726""","=""""",3,4.33,Navayana,Paperback,416,,,2017/08/31,2017/08/27,"anthropology, sociology, history","anthropology (#2), sociology (#6), history (#56)",read,"Rupa Viswanath examines Pariah Problem in India, However -- the title is misleading. It ought to be, Pariah Problem in Tamil Society from 1880's -- Modern times. It seemed to be a big jump talking about India as a whole, there are vast sub-cultures within India, ethnicity. Indians differ on language, ethnicity, caste, religion. <br/><br/>Some highlights of what I learned from the book: <br/><br/>Most Modern people accuse Missionaries of giving material benefits to people who are suffering to convert them. However, I was surprised to find they were reluctant but they took the responsibility of helping them in every area of life. <br/><br/>The author has a vast array of citations, talked to a lot of people. It's a good book to find a reference for sources on Caste issues in Tamil Nadu from 1880's. <br/><br/>You might like this book if you are a scholar, and want to learn about Pariah Problem. <br/><br/>--Deus Vult<br/>Gottfried<br/><br/><br/><br/>",,,1,,,0,,,,,
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0143037579""","=""9780143037576""",0,4.00,Penguin Books,Paperback,160,2006,1843,,2015/09/18,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
19070128,Complete Works of Samuel Johnson,Samuel Johnson,"Johnson, Samuel",,"=""""","=""""",0,4.38,Delphi Classics,Kindle Edition,,2013,2013,,2019/10/15,"currently-reading, literature, classics","currently-reading (#30), literature (#1), classics (#1)",currently-reading,,,,1,,,0,,,,,
1596230,Fukuzawa Yukichi: From Samurai to Capitalist,Helen M. Hopper,"Hopper, Helen M.",,"=""0321078020""","=""9780321078025""",0,3.59,Pearson,Paperback,158,2004,2004,,2019/10/08,"to-read, history","to-read (#4), history (#55)",to-read,,,,0,,,0,,,,,
9144487,Selections from the Scottish philosophy of common sense,Thomas Reid,"Reid, Thomas","James Beattie, Adam Ferguson, Dugald Stewart","=""""","=""2940003473600""",3,4.17,The Open court pulishing company,Nook,267,,2008,2017/03/29,2017/03/29,philosophy,philosophy (#32),read,"Scottish Common Sense contains selections from Thomas Reid, James Beattie, Dugald Steward. <br/>Although, this was popular during Hume's time, not many thinkers revived it.<br/> <br/><br/>Reid examined Philosophical system of Scepticism, and found roots with John Locke, And Descartes. Therefore, his answer to Hume was answer to Locke. <br/><br/>-Locke's system mainly contains mind, ideas and matter<br/>-Berkeley's system contains mind, idea<br/>-Hume contains idea <br/>-Reid denies ideas, and considers only mind and matter. <br/><br/>""Kant did comment on Reid, but it seems that he did not read Reid, but only read review of Reid.""<br/><br/>Reid goes on to talk about Knowledge, and examines it. He starts with external sense, analysis senses, briefly writes on each of them, and concludes that we know, they exist through common sense. <br/><br/>If you want to understand Reformed Epistemology, I would recommend reading this. <br/><br/><br/>--Deus Vult<br/>Gottfried <br/>",,,1,,,0,,,,,
739791,Reinforcement Learning: An Introduction,Richard S. Sutton,"Sutton, Richard S.",Andrew G. Barto,"=""0262193981""","=""9780262193986""",0,4.49,Bradford Book,Hardcover,322,1998,1998,,2019/10/06,"academic, computer-science, currently-reading","academic (#13), computer-science (#20), currently-reading (#29)",currently-reading,,,,1,,,0,,,,,
30782303,Nadars of Tamilnadu,Robert L. Hardgrave Jr.,"Jr., Robert L. Hardgrave",,"=""8173047014""","=""9788173047015""",5,4.00,Manohar Publishers and Distributors,Hardcover,352,2006,1970,2018/11/23,2018/11/19,"history, sociology, architecture","history (#47), sociology (#5), architecture (#6)",read,"An excellent scholarly work on Nadars, from low-rungs in Tamil society, they raised themselves through economic, education. They uplifted themselves by focusing on trade and education. Christianity gave the tool of education for Tinnevelly Nadars. Trade gave Sivakasi, Virudhunagar Nadars the tool to lift themselves. <br/><br/>I came across this book to understand my ancestors. I found the sources compelling. The 1899 Sivakasi riots caught my attention. I felt as if I was reading a war history. <br/><br/>I would recommend this book to anyone who is interested in Caste, Tamil-Nadu, Christianity. <br/><br/>Deus Vult, <br/>Gottfried",,,1,,,0,,,,,
10461080,Caste and Capitalism in Colonial India: The Nattukottai Chettiars,David West Rudner,"Rudner, David West",,"=""0520083504""","=""9780520083509""",3,3.25,University of California Press,Paperback,341,1994,1994,2019/10/03,2019/09/29,"sociology, history, anthropology","sociology (#4), history (#54), anthropology (#1)",read,"The Book is an examination of merchant-banking caste in Tamil Nadu. Merchant banking castes were vital to South Indian economy during 1700’s to 1950’s. <br/><br/>The author — Anthropologist and scholar, David West Rudner, focuses on the Nakarattars of Tamil Nadu, also known as Chettiars. <br/><br/>Chettiars are located in Chettinad area or specifically around Karaikudi, Chidambaram, Pudukottai town in Tamil Nadu.<br/><br/>The Book is laid out into three parts: <br/><b><i><br/>Part 1) Concepts<br/>Part 2) Business<br/>Part 3) Ritual and Kinship<br/></b></i><br/><b><u>Part 1 - Concept:</u></b> <br/><br/>Caste is characteristic unit of Indian Social Organization. Nakarattar caste were primarily mercantile bankers. They started with salt trading as their occupation. Around 1760’s salt trading was unprofitable so they entered money-lending trade. <br/><br/>Occupationally — they played a middle role between Colonial British Government and local agrarian-communities in Tamil Nadu. Nakarattars monopolized marketshare of money lending as their financial instrument. Mainly, they focused on family, business and God (saivism) <br/><br/>Surprisingly — had no other South Indian competitors in major markets. Through their business enterprises, acting as an extension of family kinship, they could scale and diversify into markets like Ceylon, Burma, Madras, Malaya. Nakarattars were primarily economic than political. <br/><br/>Within the field of Anthropology, among South Indian Castes, every caste occupied a trade and specialized occupation. They played considerable role in financial, political role in early 20th century madras presidency. <br/><br/>David West Rudner, argues that Nagarattars are an argument against the famous Sociologist, Max Webers theory on incompatibility of Hinduism and Capitalism. Nagarattars functioned as communal capitalists. <br/><br/>One could say — caste is symbolic capital. Symbolic capital is an anthropological concept. It captures how sociological relationships function for an individual in society. An individual has access to resources such as capital, human labor, kin groups based on honor, prestige, recognition. <br/><br/>Through symbolical capital, an individual belonging to a caste could concretely mobilize as political factions to achieve a specific outcome. Castes do not have specific rights through symbolic capital. They are temporary social extended kin groups. <br/><br/><b><u>Part 2 - Business: </u></b> <br/><br/>This Chapter focuses on specific details on cavities of nagarattar business entities in Tamil Nadu, Ceylon, Burma, Malaya. <br/><br/>Nagarattar’s business financial statement gives a detailed picture of their community. The chapter goes into specific details on balance sheet, income statement, affluence of nagarattars. They extended their philanthropic activity in making religious gift to construct temples among their community. <br/><br/>During 17th-19th century, India was the largest manufacturer of advanced goods, i.e. Textiles. They controlled 24% of world’s gross domestic product. <br/><br/>Nagarattar’s built their commercial empire out of complex network of interdependent family business firms lending money to business. Along with their profit making intention, went hand in hand with moral good. <br/><br/><u><b> Part 3 - Ritual and Kinship:</u></b> <br/><br/>In Ritual and Kinship, David focuses on Dravidian kinship marriages. He goes in depth into various kinship and customs. If you are a non-Tamil or non-South Indian reader, this chapter might be fascinating to you. Many of the kinship concepts do not extend as the same in Western world. Dravidian communities have customs in marriage with relatives, extended relatives, caste groups. Trust was essential ingredient. He says marriage was a negotiation between two descent groups.<br/><br/>A Nagarattar boy was trained from young age in basic numeric, multiplication, accounting in the context of skills required for money lending and banking.<br/>Around teenage years, he would work as an apprentice in one of the family firms. Once he finished back, he was ready to get married, and take responsibility of leading the business step by step. <br/><br/>David West Rudner gives specific examples of famous Nagarattars. A notable one is Annamalai Chettiar, who founded Annamalai University in Chidambaram, Tamil Nadu. He was impressed by British Education. <br/><br/>Politically in early 20th century, Justice Party in Tamil Nadu played an important role in Tamil patriotism. Nagarattars involved actively in Madras Presidency during this time. Raja Muttiah played important role in portraying Congress party, or party of Mahatma Gandhi as North Indian Brahmins. Northern Aggression or Hindi imposition would be upon Tamil people. Thus, Justice Party gained respect among Tamil people. They preferred British rule over Congress. <br/><br/>Finally, Nagarattar’s influence extended to Indian Bank, Imperial Bank, Reserve Bank of India.<br/><br/>Deus Vult,<br/>Gottfried",,,1,,,0,,,,,
26449168,"Privacy Law Fundamentals, Third Edition",Daniel J. Solove,"Solove, Daniel J.",Paul M. Schwartz,"=""0988552574""","=""""",3,3.52,International Association of Privacy Professionals (IAPP),Paperback,320,,2013,2019/09/27,2019/09/09,"computer-science, law, academic, information-science","computer-science (#19), law (#4), academic (#12), information-science (#2)",read,"The Book is meant to be a gentle introduction to Privacy Law. I recommend this to people interested in Law, Computer Science, Businesses. Almost all business are collecting information.<br/><br/>The meat of the book is applying Federal Constitutional Law specifically First, Third, Fourth and Fifth I have described in details in the following paragraphs. The following is how the book is organized: <br/><br/>1) Overview of Privacy Law<br/>2) Privacy Law in Media<br/>3) Law of domestic law enforcement <br/>4) National Security Law<br/>5) HIPAA<br/>6) Government Records <br/>7) Financial Data<br/>8) Consumer Data<br/>9) Data Security <br/>10) Education Privacy <br/>11) Employment Privacy<br/>12) International Privacy Law <br/><br/>Let me add some key definitions for non-legal person so that they can understand and add their vocabulary: <br/><br/>Tort: Tort is infringement upon a right leading to a liability<br/>False Light: False Light is similar to defamation (act of ruining someone’s name)<br/>Statute: A law established by legal body<br/><br/>Example: (Late) Jayalalitha was the Chief Minister of Tamil Nadu. She was in this position for approximately 20 years. She frequently used defamation law in Tamil Nadu. This was to bring people to court. It was a way to portray public power, protect her honor and image. In this way, she was in power. In False light, the plaintiff (person who brings someone to court) proves that the defendant (accused) published false information. <br/><br/>The First Chapter of the book goes into types of Privacy Law: <br/><br/>The types of privacy law in this chapter is organized into Federal Constitutional Law, State Constitutional Law and International Law. <br/><br/>Torts: Tort law is usually state law. Most torts involve an invasion of Privacy case. Invasion of privacy is broad term. <br/><br/>The book narrows down into public disclosure of private facts, intrusion upon seclusion, false light, appropriation of name.<br/><br/>Torts commonly involved in privacy cases: <br/><br/>a) Breach of Confidentiality<br/>b) Intentional infliction of Emotional Distress<br/>c) Defamation (Libel and Slander) <br/>d) Negligence <br/>e) Criminal Law — Peeping Tom activity <br/><br/>Federal Constitutional Law: <br/><br/>In Federal Constitutional Law, laws that are guaranteed within United States as a country. <br/>Following are the ways, U.S Constitution protects privacy of its citizens: <br/><br/>1) First Amendment, the right to speak anonymously <br/>First Amendment gives the right to freedom of association. This protects privacy of one’s associations <br/>2) Third Amendment’s protection of home from quartering of troops (I believe this is from the famous example of English troops gathering inside American houses)<br/>3) Fourth Amendment protection against unreasonable searches and seizures. <br/>4)Fifth Amendment privilege against self-incrimination <br/>Constitutional right to privacy <br/>Constitutional right to information privacy <br/><br/>State Constitutional Law: <br/><br/>This means, laws that are guaranteed within a state in United States. <br/>Eg: California Const 1: “All people are by their nature free and independent, have inalienable rights. Among these are enjoying and defending life and liberty, acquiring, possession, and protecting property and pursuing and obtaining safety, happiness and privacy”<br/><br/>Federal Statutory Law: This is law written by law makers in legislative body. It’s up to judiciary (courts) to interpret them. The Book gives about 20-30 examples like Family Education Rights and Privacy Act of 1947, protects the privacy of school records. <br/><br/>State Statutory Law: <br/><br/>Much of privacy law is found in state law. Privacy tort law and data breach are state law. Areas of State Legislation on Privacy are<br/>Law Enforcement (Wiretapping, electronic surveillance) <br/>Medical and Genetic information (Medical records)<br/>Government Records<br/>Financial Privacy <br/>Consumer Data and Business Records (Spam, Spyware, Telecommunications privacy, pretexting, use of SSN, data disposal, video privacy, RFID tracking devises, unauthorized access to computers and networks, restrictions on ISPs<br/>Data Security (identity theft and data security breach notification)<br/>Employment (State employee personal information, applications)<br/><br/>International Law: <br/><br/>Two approaches: <br/>1) Omnibus is comprehensive approach for public and private sector<br/>2) Sectoral: Each industry would have case by case statues<br/><br/>First Omnibus was designed by Europeans. Most countries adopted European omnibus approach. <br/><br/>Chief Privacy Officer: CPO is mainstay at many large organizations. CPO’s functions are as follows, employees are trained about privacy, the company is complying with the law. Lastly in this chapter, there’s a broad history of privacy law. <br/><br/>Chapter two talks about privacy and media: <br/><br/>States recognize privacy torts. They have application in variety of contexts. The Chapter gives examples of state laws and specific cases. <br/><br/>Chapter three is about Privacy and Law Enforcement: <br/><br/>This Chapter is based on the fourth amendment. The fourth amendment gives protection against unreasonable searches and seizers. This law is complex and not straightforward. In some cases, federal or state government can access people’s records. <br/><br/>Fourth amendment regulates domestic criminal investigations and national security investigations. Foreign intelligence gathering remains open. In short form, FISA is the main statute. Within fourth amendment, there’s three categories: <br/><br/>a) Criminal investigations, <br/>b) Domestic national security investigation<br/>c) Foreign intelligence gathering. <br/><br/>The chapter gives details about leading cases that involves fourth amendment. Some of the Intelligence agencies involved are FBI, CIA, NSA. <br/><br/><br/>Chapter five is about health privacy:<br/><br/>In this chapter, HIPAA is most comprehensive and strictest privacy regulation. <br/>Physicians and psychotherapists need to walk a fine line when dealing with confidentiality of patient. They could poses danger to others. Physicians cannot reveal confidential communication or information without consent of the patient, unless required by law. <br/><br/>They enjoy Physician-Patient Privilege, Psychotherapist-Patient Privilege. When the physician reveals patient’s confidential information, patient can bring a tort action as a beach of confidentiality. <br/><br/>Many states have specific statutes providing criminal and civil protections against disclosure of medical information. HIPPA doesn’t place restriction on de-identify data. De identified data  means, a data which is not personally identifiable. This chapter gives many instances of cases where Government has fined private companies due to HIPPA violation. Also, the fourth amendment protects individual genetic data from Government officials seeking to obtain it. <br/><br/>Chapter 6 is about Government records: <br/><br/>Federal Agency have constitutional duties to make information available to public and to protect privacy of people’s data. Fair Information Practices was issued by US Department of Health, Education and Welfare. <br/><br/>FIPs is embodied throughout U.S privacy statutes. Under Common law, U.S Supreme Court concluded that public could access court records. What to release as public or say, privacy of court record is within the discretion of train court judges. <br/><br/>Privacy Act of 1974 applies to federal agencies. It does not apply to business, private sector organizations, courts, state or local government. It protects citizens and lawfully admitted aliens. <br/><br/>Chapter 7 is about Financial Data: <br/><br/>Fair Credit Reporting Act of 1970 regulates consumer reporting industry and provides privacy right in consumer reports. <br/><br/>An employer seeks a consumer report for employment purposes, he or she must disclose in writing to authorize that the report can be obtained. <br/><br/>This is in the context that this information would not violate equal employment opportunity. FCRA enforcement has played in United States vs Spokeo, a data broker which sold marketing consumer profiles to employers without complying with FCRA. <br/><br/>HireRight, an employment background screening company was subjected to FCRA because its reports are consumer reports. Right to Financial Privacy Act of 1978 protects customer records at financial institutions from federal government access. <br/><br/>Bank Secrecy Act of 1970 requires financial institutions to asset federal government agency to prevent money laundering and terrorist financing by detecting and reporting potentially suspicious activity. <br/><br/>Chapter 8 is about Consumer Data: <br/><br/>Federal laws regulate business data and consumer privacy offering different kinds of protections. The ways to safeguard are opt out rules vs opt in rules. <br/><br/>FTC plays an essential role in policing privacy practices of companies. Personally Identifiable Information is one of the most central concepts in privacy regulation. PII is any uniqueness in the data that can be used to identify a person.It defines scope and boundaries of privacy statues and regulations. <br/><br/>Basic assumption about consumer data is that in absence of PII, there is no privacy harm. Thus privacy regulation focuses on collection, use and disclosure of PII and leaves non-PII unregulated. <br/><br/>There are three ways to approach PII:<br/><br/>a) Tautological Approach - defines PII as any information that identifies a person<br/>b) Nonpublic approach - defines PII as any non public information or non aggregate data eg: Gramm-Leach-Bliley Act, Cable Act<br/>c) Specific-types approach: defines PII by listing specific types of data that constitute PII Examples: Children's Online Privacy Protection Act regulates collection and use of children’s information by internet websites by requiring parental consent. <br/><br/>Some of the leading cases that involve consumer privacy includes companies like Google, Apple, Facebook. In Fradley v Facebook, the case was concerned about facebook feature called sponsored stories. <br/><br/>Plaintiff alleged a coherent theory of how they were economically injuring misappropriation of their names, photographs and likeness for use in paid commercial endorsement. This was targeted not at themselves but at other consumers. The Judge requested more information. In August 2013, court approved $20 million settlement with Facebook. <br/><br/>Contract and Promissory estoppel: <br/><br/>Privacy policies that make promises about privacy.  Consumers rely upon these privacy policies. This comes under contract and promissory estoppel. <br/><br/>Let me try to explain Promissory estoppel. It means, In the law of contracts, the doctrine that provides that if a party changes his or her position substantially either by acting or forbearing from acting. <br/><br/>To establish, Beach of contract, plaintiff must prove, existence of contract, breach of contract, damages that flow from the breach.<br/><br/>Are Privacy Policies Contracts? <br/><br/>Few courts have addressed this question. They agreed that privacy policies are not contracts. Google agreed to pay $22.5 million fine to FTC based on the charge that it violated its promises placed on tracking cookie on computers of safari users. <br/><br/>Telecommunication act requires telecommunication carrier to protect confidentiality of proprietary information and data relating to customers. <br/>Telephone consumer protection Act of 1991 permits people to stop unwanted telemarketing calls. <br/><br/>Computer Fraud and Abuse act prevents unauthorized access to computers. There are cases where people have been fined due to unauthorized access to someone else’s computer. <br/><br/>LVRC Holdings vs Brekka is an example case. Brekka was an employee. He emailed files to himself from workplace computer before he was to leave the office. He did not access the computer without authorization since he originally had permission to use the computer. Majority of courts summarized that he had authorized rights until his employer revoked his employment. Many states have mini FTC that enforces unfair and deceptive and practices act. <br/><br/>States have laws restricting use of RFID devices.In California, Eraser or Right to be Forgotten laws are included in privacy rights for California minors in digital world act. <br/><br/>In Illinois, Illinois Biometric Information Privacy Act requires companies to obtain individual consent before collecting or disclosing biometric identifiers. <br/><br/>California online privacy protection act enforces that operators must post noticeable privacy policy on their websites that describes PII being collected, how it will be shared with third parties. <br/><br/>This is in the context of marketing departments for companies. Several states have anti spyware laws. Another California law prohibits unauthorized user from willfully loading software into the computer of California resident and using the software to carry out number of forbidden activities. Iowa, Texas, Washington have similar privacy laws. <br/><br/><br/>Chapter 9  talks about Data Security:<br/><br/>This chapter talks about Data Security. In United States, all states have enacted data breach notification statues. These laws contain important differences that make multistage notifications complex undertakings. FTC brought about 60 enforcement actions concerning poor security practices. <br/><br/>Data Breach notification statues: <br/>A Statue is written law passed by legislative body. California’s Data Security Breach Notification Statue: California enacted the first  data security breach statue after data security breach at ChoicePoint. <br/><br/>Since then, various states have enacted data security breach statues. <br/>They are based on the following elements: <br/>-Trigger for notice <br/>-Exceptions to Notification <br/>-Parties to Whom Disclosure is Required<br/>-Enforcement<br/><br/>A Number of Companies have been charged by FTC under Section 5 due to the fact that these companies failed to adequately protect security of personal information. <br/><br/>AT&T settled largest amount of money in history of data breach. They settled $25 million with FTC for call center data breach in Mexico Office and Philippines. The breach was the result of employee unauthorized use of customers information, jeopardizing the confidentiality of almost 280,000 customers. <br/><br/>In addition to the money penalty, FCC ordered AT&T to appoint compliance officer, develop and implement a compliance plan that included risk assessment, review and training, and provide notice to affected customers. <br/><br/>What constitutes privacy harm? Any breach that attempted to use customers personal information to identify them. <br/><br/>Data Retention and Disposal: <br/>In the United States, numerous states have enacted laws that require business to destroy personal information in a safe and effective fashion once it will no longer retain it. <br/><br/>Chapter 10 is about Education Privacy:<br/><br/>Student education record is  protected by Family Education Rights and Privacy Act (FERPA). It is a federal statue. In Previous chapter, we saw that statue is written law passed by legislative body. <br/><br/>Students have fourth amendment right against seizures, unreasonable search. Schools must inform students about FERPA. FERPA’s rights are tied to guardian/parents for Students who are under eighteen. <br/><br/>Chapter 11 and 12 is about Employment and International Privacy. I do not have space to write them down. I hope you enjoy the book! ",,,1,,,0,,,,,
1155606,The Map of Innovation: Creating Something Out of Nothing,Kevin J.  O'Connor,"O'Connor, Kevin J.",Paul B. Brown,"=""1400048311""","=""9781400048311""",0,3.55,Crown Business,Hardcover,240,2003,2003,,2019/09/17,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
103867,"Descartes' Error: Emotion, Reason and the Human Brain",António R. Damásio,"Damásio, António R.",,"=""014303622X""","=""9780143036227""",0,3.97,Penguin Books Ltd,Paperback,336,2005,1994,,2019/07/17,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
234505,A History of Africa,J.D. Fage,"Fage, J.D.",William Tordoff,"=""0415252482""","=""9780415252485""",0,3.48,Routledge,Paperback,640,2001,1978,,2019/07/17,"currently-reading, history","currently-reading (#28), history (#53)",currently-reading,,,,1,,,0,,,,,
138530,A Modern History of Japan: From Tokugawa Times to the Present,Andrew Gordon,"Gordon, Andrew",,"=""0195110617""","=""9780195110616""",3,3.79,"Oxford University Press, USA",Paperback,384,2003,2002,2019/07/14,2019/07/09,history,history (#52),read,"A thorough well written book on Japan from Tokugawa Shogunate until 1990s. I think I was surprised by the amount of change in Japan from 1860's - 1880's. Japan transformed from Feudal state into Modern nation. <br/><br/>This is an academic book. I would recommend this book to anyone who is interested in gaining an outline of Japan. <br/><br/>Deus Vult, <br/>Gottfried ",,,1,,,0,,,,,
109253,"A History of the Sikhs, Volume 2: 1839-2004",Khushwant Singh,"Singh, Khushwant",,"=""0195673093""","=""9780195673098""",3,4.31,"Oxford University Press, USA",Paperback,547,2005,1984,2019/06/29,2019/06/12,history,history (#51),read,"An Excellent book that I enjoyed in learning about Sikh history. The Second volume starts with Fall of Sikh Kingdom to Independence and demand of Khalistan. I would recommend anyone who is into Indian history to read this volume. <br/><br/>Deus Vult, <br/>Gottfried <br/>",,,1,,,0,,,,,
313822,Pain: The Gift Nobody Wants,Paul W. Brand,"Brand, Paul W.",Philip Yancey,"=""0551028149""","=""9780551028142""",0,4.45,Harpercollins/STL,Paperback,,1994,1995,,2019/06/28,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
372408,The Montessori Method,Maria Montessori,"Montessori, Maria",,"=""1596059435""","=""9781596059436""",0,4.06,Cosimo Classics,Paperback,440,2006,1909,,2019/06/17,"education, to-read","education (#2), to-read (#252)",to-read,,,,0,,,0,,,,,
1070024,A History of the Sikhs: Volume 1: 1469-1839,Khushwant Singh,"Singh, Khushwant",,"=""0195673085""","=""9780195673081""",3,4.11,Oxford University Press,Paperback,407,2005,1984,2019/06/03,2019/06/01,history,history (#50),read,"I took this book in Chennai, India. I wanted a break from my reading. I took this to read something light to get me back to reading. I grew up in South India. I do not have much contact with Sikh community. They're known for valor and sticking with Sikh traditions. <br/><br/>This book shares about Sikh religion, early Gurus, formation of Khalsa. Region of Punjab having conflicts with Mughals, Afghans, Marathas and English. This book is until 1839, the English consolidated India in 1857. <br/><br/>I would recommend this book to learn about Sikh Community, their religious tradition. <br/><br/>Deus Vult, <br/>Gottfried ",,,1,,,0,,,,,
16179902,Indian Polity for Civil Services Examinations,M. Laxmikanth,"Laxmikanth, M.",,"=""0070153167""","=""9780070153165""",4,4.42,Tata McGraw Hill,Paperback,644,2009,2009,,2015/12/05,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
2138610,Instructions for His Generals,Frederick the Great,"Great, Frederick the",Thomas R. Phillips,"=""0486444031""","=""9780486444031""",3,3.70,Dover Publications,Paperback,112,2012,1748,2019/02/10,2019/01/21,"history, military","history (#49), military (#3)",read,"A Great book to understand Fredrick the Great and his thoughts. <br/><br/>""Understand that the foundation of an army is the belly.""",,,1,,,0,,,,,
502377,Forgotten Mughals: A History of the Later Emperors of the House of Babar: 1707-1857,G.S. Cheema,"Cheema, G.S.",,"=""8173046018""","=""9788173046018""",0,5.00,Manohar Publishers and Distributors,Paperback,552,2005,2006,,2019/01/05,"history, to-read","history (#48), to-read (#251)",to-read,,,,0,,,0,,,,,
6909695,Consolation in the Face of Death,Samuel Johnson,"Johnson, Samuel",,"=""0141043709""","=""9780141043708""",0,3.34,Penguin,Paperback,126,2009,2009,,2018/12/16,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
2087223,A Scientific Theory of Culture and Other Essays,Bronisław Malinowski,"Malinowski, Bronisław",,"=""0807842834""","=""9780807842836""",0,3.70,University of North Carolina Press,Paperback,238,1990,1944,,2018/12/09,"cultures, to-read","cultures (#8), to-read (#249)",to-read,,,,0,,,0,,,,,
190515,The Ritual Process: Structure and Anti-Structure,Victor Turner,"Turner, Victor","Alfred Harris, Roger D. Abrahams","=""0202011909""","=""9780202011905""",0,3.95,Routledge,Paperback,232,1996,1969,,2018/12/09,"to-read, cultures","to-read (#248), cultures (#7)",to-read,,,,0,,,0,,,,,
